cod_municipio,municipio,ano,situacao,populacao
4103479,Cafezal do Sul (PR),2022,Total,4473
4103479,Cafezal do Sul (PR),2022,Urbana,3686
4103479,Cafezal do Sul (PR),2022,Rural,787
4103503,Califórnia (PR),2022,Total,8710
4103503,Califórnia (PR),2022,Urbana,7442
4103503,Califórnia (PR),2022,Rural,1268
4103602,Cambará (PR),2022,Total,23212
4103602,Cambará (PR),2022,Urbana,22067
4103602,Cambará (PR),2022,Rural,1145
4103701,Cambé (PR),2022,Total,107208
4103701,Cambé (PR),2022,Urbana,104725
4103701,Cambé (PR),2022,Rural,2483
4103800,Cambira (PR),2022,Total,9460
4103800,Cambira (PR),2022,Urbana,8201
4103800,Cambira (PR),2022,Rural,1259
4103909,Campina da Lagoa (PR),2022,Total,15723
4103909,Campina da Lagoa (PR),2022,Urbana,13772
4103909,Campina da Lagoa (PR),2022,Rural,1951
4103958,Campina do Simão (PR),2022,Total,3936
4103958,Campina do Simão (PR),2022,Urbana,1546
4103958,Campina do Simão (PR),2022,Rural,2390
4104006,Campina Grande do Sul (PR),2022,Total,47825
4104006,Campina Grande do Sul (PR),2022,Urbana,41669
4104006,Campina Grande do Sul (PR),2022,Rural,6156
4104055,Campo Bonito (PR),2022,Total,4027
4104055,Campo Bonito (PR),2022,Urbana,2482
4104055,Campo Bonito (PR),2022,Rural,1545
4104105,Campo do Tenente (PR),2022,Total,7508
4104105,Campo do Tenente (PR),2022,Urbana,4852
4104105,Campo do Tenente (PR),2022,Rural,2656
4104204,Campo Largo (PR),2022,Total,136327
4104204,Campo Largo (PR),2022,Urbana,121533
4104204,Campo Largo (PR),2022,Rural,14794
4104253,Campo Magro (PR),2022,Total,30160
4104253,Campo Magro (PR),2022,Urbana,25656
4104253,Campo Magro (PR),2022,Rural,4504
4104303,Campo Mourão (PR),2022,Total,99432
4104303,Campo Mourão (PR),2022,Urbana,96246
4104303,Campo Mourão (PR),2022,Rural,3186
4104402,Cândido de Abreu (PR),2022,Total,15244
4104402,Cândido de Abreu (PR),2022,Urbana,5542
4104402,Cândido de Abreu (PR),2022,Rural,9702
4104428,Candói (PR),2022,Total,14973
4104428,Candói (PR),2022,Urbana,8323
4104428,Candói (PR),2022,Rural,6650
4104451,Cantagalo (PR),2022,Total,10933
4104451,Cantagalo (PR),2022,Urbana,8231
4104451,Cantagalo (PR),2022,Rural,2702
4104501,Capanema (PR),2022,Total,20481
4104501,Capanema (PR),2022,Urbana,14625
4104501,Capanema (PR),2022,Rural,5856
4104600,Capitão Leônidas Marques (PR),2022,Total,14648
4104600,Capitão Leônidas Marques (PR),2022,Urbana,11943
4104600,Capitão Leônidas Marques (PR),2022,Rural,2705
4104659,Carambeí (PR),2022,Total,23283
4104659,Carambeí (PR),2022,Urbana,18659
4104659,Carambeí (PR),2022,Rural,4624
4104709,Carlópolis (PR),2022,Total,16905
4104709,Carlópolis (PR),2022,Urbana,12296
4104709,Carlópolis (PR),2022,Rural,4609
4104808,Cascavel (PR),2022,Total,348051
4104808,Cascavel (PR),2022,Urbana,334139
4104808,Cascavel (PR),2022,Rural,13912
4104907,Castro (PR),2022,Total,73075
4104907,Castro (PR),2022,Urbana,57067
4104907,Castro (PR),2022,Rural,16008
4105003,Catanduvas (PR),2022,Total,10446
4105003,Catanduvas (PR),2022,Urbana,6367
4105003,Catanduvas (PR),2022,Rural,4079
4105102,Centenário do Sul (PR),2022,Total,10832
4105102,Centenário do Sul (PR),2022,Urbana,9284
4105102,Centenário do Sul (PR),2022,Rural,1548
4105201,Cerro Azul (PR),2022,Total,16134
4105201,Cerro Azul (PR),2022,Urbana,6333
4105201,Cerro Azul (PR),2022,Rural,9801
4105300,Céu Azul (PR),2022,Total,11087
4105300,Céu Azul (PR),2022,Urbana,8986
4105300,Céu Azul (PR),2022,Rural,2101
4105409,Chopinzinho (PR),2022,Total,21085
4105409,Chopinzinho (PR),2022,Urbana,14821
4105409,Chopinzinho (PR),2022,Rural,6264
4105508,Cianorte (PR),2022,Total,79527
4105508,Cianorte (PR),2022,Urbana,72880
4105508,Cianorte (PR),2022,Rural,6647
4105607,Cidade Gaúcha (PR),2022,Total,11467
4105607,Cidade Gaúcha (PR),2022,Urbana,10901
4105607,Cidade Gaúcha (PR),2022,Rural,566
4105706,Clevelândia (PR),2022,Total,15070
4105706,Clevelândia (PR),2022,Urbana,13521
4105706,Clevelândia (PR),2022,Rural,1549
4105805,Colombo (PR),2022,Total,232212
4105805,Colombo (PR),2022,Urbana,221242
4105805,Colombo (PR),2022,Rural,10970
4105904,Colorado (PR),2022,Total,22896
4105904,Colorado (PR),2022,Urbana,21301
4105904,Colorado (PR),2022,Rural,1595
4106001,Congonhinhas (PR),2022,Total,8320
4106001,Congonhinhas (PR),2022,Urbana,5200
4106001,Congonhinhas (PR),2022,Rural,3120
4106100,Conselheiro Mairinck (PR),2022,Total,3461
4106100,Conselheiro Mairinck (PR),2022,Urbana,2404
4106100,Conselheiro Mairinck (PR),2022,Rural,1057
4106209,Contenda (PR),2022,Total,19128
4106209,Contenda (PR),2022,Urbana,12357
4106209,Contenda (PR),2022,Rural,6771
4106308,Corbélia (PR),2022,Total,17470
4106308,Corbélia (PR),2022,Urbana,15339
4106308,Corbélia (PR),2022,Rural,2131
4106407,Cornélio Procópio (PR),2022,Total,45206
4106407,Cornélio Procópio (PR),2022,Urbana,43495
4106407,Cornélio Procópio (PR),2022,Rural,1711
4106456,Coronel Domingos Soares (PR),2022,Total,5649
4106456,Coronel Domingos Soares (PR),2022,Urbana,2027
4106456,Coronel Domingos Soares (PR),2022,Rural,3622
4106506,Coronel Vivida (PR),2022,Total,23331
4106506,Coronel Vivida (PR),2022,Urbana,17752
4106506,Coronel Vivida (PR),2022,Rural,5579
4106555,Corumbataí do Sul (PR),2022,Total,3760
4106555,Corumbataí do Sul (PR),2022,Urbana,2488
4106555,Corumbataí do Sul (PR),2022,Rural,1272
4106571,Cruzeiro do Iguaçu (PR),2022,Total,4133
4106571,Cruzeiro do Iguaçu (PR),2022,Urbana,2728
4106571,Cruzeiro do Iguaçu (PR),2022,Rural,1405
4106605,Cruzeiro do Oeste (PR),2022,Total,23831
4106605,Cruzeiro do Oeste (PR),2022,Urbana,21348
4106605,Cruzeiro do Oeste (PR),2022,Rural,2483
4106704,Cruzeiro do Sul (PR),2022,Total,4494
4106704,Cruzeiro do Sul (PR),2022,Urbana,3637
4106704,Cruzeiro do Sul (PR),2022,Rural,857
4106803,Cruz Machado (PR),2022,Total,15978
4106803,Cruz Machado (PR),2022,Urbana,5724
4106803,Cruz Machado (PR),2022,Rural,10254
4106852,Cruzmaltina (PR),2022,Total,2892
4106852,Cruzmaltina (PR),2022,Urbana,1707
4106852,Cruzmaltina (PR),2022,Rural,1185
4106902,Curitiba (PR),2022,Total,1773718
4106902,Curitiba (PR),2022,Urbana,1773718
4106902,Curitiba (PR),2022,Rural,0
4107009,Curiúva (PR),2022,Total,13647
4107009,Curiúva (PR),2022,Urbana,10366
4107009,Curiúva (PR),2022,Rural,3281
4107108,Diamante do Norte (PR),2022,Total,5142
4107108,Diamante do Norte (PR),2022,Urbana,4262
4107108,Diamante do Norte (PR),2022,Rural,880
4107124,Diamante do Sul (PR),2022,Total,3171
4107124,Diamante do Sul (PR),2022,Urbana,1416
4107124,Diamante do Sul (PR),2022,Rural,1755
4107157,Diamante D'Oeste (PR),2022,Total,4557
4107157,Diamante D'Oeste (PR),2022,Urbana,2414
4107157,Diamante D'Oeste (PR),2022,Rural,2143
4107207,Dois Vizinhos (PR),2022,Total,44869
4107207,Dois Vizinhos (PR),2022,Urbana,36317
4107207,Dois Vizinhos (PR),2022,Rural,8552
4107256,Douradina (PR),2022,Total,9161
4107256,Douradina (PR),2022,Urbana,7348
4107256,Douradina (PR),2022,Rural,1813
4107306,Doutor Camargo (PR),2022,Total,6327
4107306,Doutor Camargo (PR),2022,Urbana,5719
4107306,Doutor Camargo (PR),2022,Rural,608
4107405,Enéas Marques (PR),2022,Total,5999
4107405,Enéas Marques (PR),2022,Urbana,2199
4107405,Enéas Marques (PR),2022,Rural,3800
4107504,Engenheiro Beltrão (PR),2022,Total,12454
4107504,Engenheiro Beltrão (PR),2022,Urbana,11316
4107504,Engenheiro Beltrão (PR),2022,Rural,1138
4107520,Esperança Nova (PR),2022,Total,1849
4107520,Esperança Nova (PR),2022,Urbana,1191
4107520,Esperança Nova (PR),2022,Rural,658
4107538,Entre Rios do Oeste (PR),2022,Total,4575
4107538,Entre Rios do Oeste (PR),2022,Urbana,3362
4107538,Entre Rios do Oeste (PR),2022,Rural,1213
4107546,Espigão Alto do Iguaçu (PR),2022,Total,4797
4107546,Espigão Alto do Iguaçu (PR),2022,Urbana,2274
4107546,Espigão Alto do Iguaçu (PR),2022,Rural,2523
4107553,Farol (PR),2022,Total,3039
4107553,Farol (PR),2022,Urbana,2126
4107553,Farol (PR),2022,Rural,913
4107603,Faxinal (PR),2022,Total,16389
4107603,Faxinal (PR),2022,Urbana,14566
4107603,Faxinal (PR),2022,Rural,1823
4107652,Fazenda Rio Grande (PR),2022,Total,148873
4107652,Fazenda Rio Grande (PR),2022,Urbana,146644
4107652,Fazenda Rio Grande (PR),2022,Rural,2229
4107702,Fênix (PR),2022,Total,4492
4107702,Fênix (PR),2022,Urbana,3967
4107702,Fênix (PR),2022,Rural,525
4107736,Fernandes Pinheiro (PR),2022,Total,6255
4107736,Fernandes Pinheiro (PR),2022,Urbana,2858
4107736,Fernandes Pinheiro (PR),2022,Rural,3397
4107751,Figueira (PR),2022,Total,8062
4107751,Figueira (PR),2022,Urbana,6849
4107751,Figueira (PR),2022,Rural,1213
4107801,Floraí (PR),2022,Total,4792
4107801,Floraí (PR),2022,Urbana,4520
4107801,Floraí (PR),2022,Rural,272
4107850,Flor da Serra do Sul (PR),2022,Total,4364
4107850,Flor da Serra do Sul (PR),2022,Urbana,2065
4107850,Flor da Serra do Sul (PR),2022,Rural,2299
4107900,Floresta (PR),2022,Total,10458
4107900,Floresta (PR),2022,Urbana,10200
4107900,Floresta (PR),2022,Rural,258
4108007,Florestópolis (PR),2022,Total,11446
4108007,Florestópolis (PR),2022,Urbana,10740
4108007,Florestópolis (PR),2022,Rural,706
4108106,Flórida (PR),2022,Total,2652
4108106,Flórida (PR),2022,Urbana,2438
4108106,Flórida (PR),2022,Rural,214
4108205,Formosa do Oeste (PR),2022,Total,7635
4108205,Formosa do Oeste (PR),2022,Urbana,5574
4108205,Formosa do Oeste (PR),2022,Rural,2061
4108304,Foz do Iguaçu (PR),2022,Total,285415
4108304,Foz do Iguaçu (PR),2022,Urbana,283803
4108304,Foz do Iguaçu (PR),2022,Rural,1612
4108320,Francisco Alves (PR),2022,Total,8116
4108320,Francisco Alves (PR),2022,Urbana,6775
4108320,Francisco Alves (PR),2022,Rural,1341
4108403,Francisco Beltrão (PR),2022,Total,96666
4108403,Francisco Beltrão (PR),2022,Urbana,84539
4108403,Francisco Beltrão (PR),2022,Rural,12127
4108452,Foz do Jordão (PR),2022,Total,4926
4108452,Foz do Jordão (PR),2022,Urbana,3715
4108452,Foz do Jordão (PR),2022,Rural,1211
4108502,General Carneiro (PR),2022,Total,11062
4108502,General Carneiro (PR),2022,Urbana,8491
4108502,General Carneiro (PR),2022,Rural,2571
4108551,Godoy Moreira (PR),2022,Total,2977
4108551,Godoy Moreira (PR),2022,Urbana,1598
4108551,Godoy Moreira (PR),2022,Rural,1379
4108601,Goioerê (PR),2022,Total,28437
4108601,Goioerê (PR),2022,Urbana,26358
4108601,Goioerê (PR),2022,Rural,2079
4108650,Goioxim (PR),2022,Total,6566
4108650,Goioxim (PR),2022,Urbana,2472
4108650,Goioxim (PR),2022,Rural,4094
4108700,Grandes Rios (PR),2022,Total,5641
4108700,Grandes Rios (PR),2022,Urbana,3420
4108700,Grandes Rios (PR),2022,Rural,2221
4108809,Guaíra (PR),2022,Total,32097
4108809,Guaíra (PR),2022,Urbana,28692
4108809,Guaíra (PR),2022,Rural,3405
4108908,Guairaçá (PR),2022,Total,6587
4108908,Guairaçá (PR),2022,Urbana,5593
4108908,Guairaçá (PR),2022,Rural,994
4108957,Guamiranga (PR),2022,Total,7856
4108957,Guamiranga (PR),2022,Urbana,2477
4108957,Guamiranga (PR),2022,Rural,5379
4109005,Guapirama (PR),2022,Total,4626
4109005,Guapirama (PR),2022,Urbana,3593
4109005,Guapirama (PR),2022,Rural,1033
4109104,Guaporema (PR),2022,Total,2191
4109104,Guaporema (PR),2022,Urbana,1767
4109104,Guaporema (PR),2022,Rural,424
4109203,Guaraci (PR),2022,Total,4748
4109203,Guaraci (PR),2022,Urbana,3906
4109203,Guaraci (PR),2022,Rural,842
4109302,Guaraniaçu (PR),2022,Total,13735
4109302,Guaraniaçu (PR),2022,Urbana,8083
4109302,Guaraniaçu (PR),2022,Rural,5652
4109401,Guarapuava (PR),2022,Total,182093
4109401,Guarapuava (PR),2022,Urbana,169606
4109401,Guarapuava (PR),2022,Rural,12487
4109500,Guaraqueçaba (PR),2022,Total,7430
4109500,Guaraqueçaba (PR),2022,Urbana,2744
4109500,Guaraqueçaba (PR),2022,Rural,4686
4109609,Guaratuba (PR),2022,Total,42062
4109609,Guaratuba (PR),2022,Urbana,38549
4109609,Guaratuba (PR),2022,Rural,3513
4109658,Honório Serpa (PR),2022,Total,4941
4109658,Honório Serpa (PR),2022,Urbana,2282
4109658,Honório Serpa (PR),2022,Rural,2659
4109708,Ibaiti (PR),2022,Total,28830
4109708,Ibaiti (PR),2022,Urbana,23530
4109708,Ibaiti (PR),2022,Rural,5300
4109757,Ibema (PR),2022,Total,6218
4109757,Ibema (PR),2022,Urbana,5213
4109757,Ibema (PR),2022,Rural,1005
4109807,Ibiporã (PR),2022,Total,51603
4109807,Ibiporã (PR),2022,Urbana,50639
4109807,Ibiporã (PR),2022,Rural,964
4109906,Icaraíma (PR),2022,Total,8991
4109906,Icaraíma (PR),2022,Urbana,7117
4109906,Icaraíma (PR),2022,Rural,1874
4110003,Iguaraçu (PR),2022,Total,5338
4110003,Iguaraçu (PR),2022,Urbana,4859
4110003,Iguaraçu (PR),2022,Rural,479
4110052,Iguatu (PR),2022,Total,2144
4110052,Iguatu (PR),2022,Urbana,1542
4110052,Iguatu (PR),2022,Rural,602
4110078,Imbaú (PR),2022,Total,14249
4110078,Imbaú (PR),2022,Urbana,9553
4110078,Imbaú (PR),2022,Rural,4696
4110102,Imbituva (PR),2022,Total,29924
4110102,Imbituva (PR),2022,Urbana,21815
4110102,Imbituva (PR),2022,Rural,8109
4110201,Inácio Martins (PR),2022,Total,9670
4110201,Inácio Martins (PR),2022,Urbana,6145
4110201,Inácio Martins (PR),2022,Rural,3525
4110300,Inajá (PR),2022,Total,2536
4110300,Inajá (PR),2022,Urbana,2395
4110300,Inajá (PR),2022,Rural,141
4110409,Indianópolis (PR),2022,Total,4448
4110409,Indianópolis (PR),2022,Urbana,3656
4110409,Indianópolis (PR),2022,Rural,792
4110508,Ipiranga (PR),2022,Total,14142
4110508,Ipiranga (PR),2022,Urbana,5185
4110508,Ipiranga (PR),2022,Rural,8957
4110607,Iporã (PR),2022,Total,15746
4110607,Iporã (PR),2022,Urbana,13444
4110607,Iporã (PR),2022,Rural,2302
4110656,Iracema do Oeste (PR),2022,Total,2343
4110656,Iracema do Oeste (PR),2022,Urbana,1942
4110656,Iracema do Oeste (PR),2022,Rural,401
4110706,Irati (PR),2022,Total,59250
4110706,Irati (PR),2022,Urbana,48845
4110706,Irati (PR),2022,Rural,10405
4110805,Iretama (PR),2022,Total,10684
4110805,Iretama (PR),2022,Urbana,6882
4110805,Iretama (PR),2022,Rural,3802
4110904,Itaguajé (PR),2022,Total,4481
4110904,Itaguajé (PR),2022,Urbana,3505
4110904,Itaguajé (PR),2022,Rural,976
4110953,Itaipulândia (PR),2022,Total,11485
4110953,Itaipulândia (PR),2022,Urbana,8117
4110953,Itaipulândia (PR),2022,Rural,3368
4111001,Itambaracá (PR),2022,Total,5908
4111001,Itambaracá (PR),2022,Urbana,5016
4111001,Itambaracá (PR),2022,Rural,892
4111100,Itambé (PR),2022,Total,6111
4111100,Itambé (PR),2022,Urbana,5816
4111100,Itambé (PR),2022,Rural,295
4111209,Itapejara d'Oeste (PR),2022,Total,12344
4111209,Itapejara d'Oeste (PR),2022,Urbana,9117
4111209,Itapejara d'Oeste (PR),2022,Rural,3227
4111258,Itaperuçu (PR),2022,Total,31217
4111258,Itaperuçu (PR),2022,Urbana,25910
4111258,Itaperuçu (PR),2022,Rural,5307
4111308,Itaúna do Sul (PR),2022,Total,3572
4111308,Itaúna do Sul (PR),2022,Urbana,2922
4111308,Itaúna do Sul (PR),2022,Rural,650
4111407,Ivaí (PR),2022,Total,13229
4111407,Ivaí (PR),2022,Urbana,6552
4111407,Ivaí (PR),2022,Rural,6677
4111506,Ivaiporã (PR),2022,Total,32720
4111506,Ivaiporã (PR),2022,Urbana,29574
4111506,Ivaiporã (PR),2022,Rural,3146
4111555,Ivaté (PR),2022,Total,6831
4111555,Ivaté (PR),2022,Urbana,5673
4111555,Ivaté (PR),2022,Rural,1158
4111605,Ivatuba (PR),2022,Total,2708
4111605,Ivatuba (PR),2022,Urbana,2326
4111605,Ivatuba (PR),2022,Rural,382
4111704,Jaboti (PR),2022,Total,5427
4111704,Jaboti (PR),2022,Urbana,3523
4111704,Jaboti (PR),2022,Rural,1904
4111803,Jacarezinho (PR),2022,Total,40375
4111803,Jacarezinho (PR),2022,Urbana,37680
4111803,Jacarezinho (PR),2022,Rural,2695
4111902,Jaguapitã (PR),2022,Total,15122
4111902,Jaguapitã (PR),2022,Urbana,13949
4111902,Jaguapitã (PR),2022,Rural,1173
4112009,Jaguariaíva (PR),2022,Total,35141
4112009,Jaguariaíva (PR),2022,Urbana,31310
4112009,Jaguariaíva (PR),2022,Rural,3831
4112108,Jandaia do Sul (PR),2022,Total,21408
4112108,Jandaia do Sul (PR),2022,Urbana,19785
4112108,Jandaia do Sul (PR),2022,Rural,1623
4112207,Janiópolis (PR),2022,Total,5870
4112207,Janiópolis (PR),2022,Urbana,3996
4112207,Janiópolis (PR),2022,Rural,1874
4112306,Japira (PR),2022,Total,4972
4112306,Japira (PR),2022,Urbana,2991
4112306,Japira (PR),2022,Rural,1981
4112405,Japurá (PR),2022,Total,9144
4112405,Japurá (PR),2022,Urbana,8537
4112405,Japurá (PR),2022,Rural,607
4112504,Jardim Alegre (PR),2022,Total,12004
4112504,Jardim Alegre (PR),2022,Urbana,8132
4112504,Jardim Alegre (PR),2022,Rural,3872
4112603,Jardim Olinda (PR),2022,Total,1343
4112603,Jardim Olinda (PR),2022,Urbana,930
4112603,Jardim Olinda (PR),2022,Rural,413
4112702,Jataizinho (PR),2022,Total,11813
4112702,Jataizinho (PR),2022,Urbana,11071
4112702,Jataizinho (PR),2022,Rural,742
4112751,Jesuítas (PR),2022,Total,10506
4112751,Jesuítas (PR),2022,Urbana,8464
4112751,Jesuítas (PR),2022,Rural,2042
4112801,Joaquim Távora (PR),2022,Total,11945
4112801,Joaquim Távora (PR),2022,Urbana,9433
4112801,Joaquim Távora (PR),2022,Rural,2512
4112900,Jundiaí do Sul (PR),2022,Total,3333
4112900,Jundiaí do Sul (PR),2022,Urbana,2097
4112900,Jundiaí do Sul (PR),2022,Rural,1236
4112959,Juranda (PR),2022,Total,7771
4112959,Juranda (PR),2022,Urbana,6501
4112959,Juranda (PR),2022,Rural,1270
4113007,Jussara (PR),2022,Total,6690
4113007,Jussara (PR),2022,Urbana,6155
4113007,Jussara (PR),2022,Rural,535
4113106,Kaloré (PR),2022,Total,4582
4113106,Kaloré (PR),2022,Urbana,3517
4113106,Kaloré (PR),2022,Rural,1065
4113205,Lapa (PR),2022,Total,45003
4113205,Lapa (PR),2022,Urbana,27464
4113205,Lapa (PR),2022,Rural,17539
4113254,Laranjal (PR),2022,Total,5600
4113254,Laranjal (PR),2022,Urbana,2334
4113254,Laranjal (PR),2022,Rural,3266
4113304,Laranjeiras do Sul (PR),2022,Total,32227
4113304,Laranjeiras do Sul (PR),2022,Urbana,27183
4113304,Laranjeiras do Sul (PR),2022,Rural,5044
4113403,Leópolis (PR),2022,Total,3752
4113403,Leópolis (PR),2022,Urbana,2477
4113403,Leópolis (PR),2022,Rural,1275
4113429,Lidianópolis (PR),2022,Total,3938
4113429,Lidianópolis (PR),2022,Urbana,2744
4113429,Lidianópolis (PR),2022,Rural,1194
4113452,Lindoeste (PR),2022,Total,5175
4113452,Lindoeste (PR),2022,Urbana,3208
4113452,Lindoeste (PR),2022,Rural,1967
4113502,Loanda (PR),2022,Total,23225
4113502,Loanda (PR),2022,Urbana,21552
4113502,Loanda (PR),2022,Rural,1673
4113601,Lobato (PR),2022,Total,4601
4113601,Lobato (PR),2022,Urbana,4248
4113601,Lobato (PR),2022,Rural,353
4113700,Londrina (PR),2022,Total,555965
4113700,Londrina (PR),2022,Urbana,540361
4113700,Londrina (PR),2022,Rural,15604
4113734,Luiziana (PR),2022,Total,6690
4113734,Luiziana (PR),2022,Urbana,4983
4113734,Luiziana (PR),2022,Rural,1707
4113759,Lunardelli (PR),2022,Total,4872
4113759,Lunardelli (PR),2022,Urbana,3826
4113759,Lunardelli (PR),2022,Rural,1046
4113809,Lupionópolis (PR),2022,Total,4813
4113809,Lupionópolis (PR),2022,Urbana,4496
4113809,Lupionópolis (PR),2022,Rural,317
4113908,Mallet (PR),2022,Total,13428
4113908,Mallet (PR),2022,Urbana,8165
4113908,Mallet (PR),2022,Rural,5263
4114005,Mamborê (PR),2022,Total,13452
4114005,Mamborê (PR),2022,Urbana,10870
4114005,Mamborê (PR),2022,Rural,2582
4114104,Mandaguaçu (PR),2022,Total,31457
4114104,Mandaguaçu (PR),2022,Urbana,30168
4114104,Mandaguaçu (PR),2022,Rural,1289
4114203,Mandaguari (PR),2022,Total,36716
4114203,Mandaguari (PR),2022,Urbana,35039
4114203,Mandaguari (PR),2022,Rural,1677
4114302,Mandirituba (PR),2022,Total,27439
4114302,Mandirituba (PR),2022,Urbana,12422
4114302,Mandirituba (PR),2022,Rural,15017
4114351,Manfrinópolis (PR),2022,Total,2770
4114351,Manfrinópolis (PR),2022,Urbana,803
4114351,Manfrinópolis (PR),2022,Rural,1967
4114401,Mangueirinha (PR),2022,Total,16603
4114401,Mangueirinha (PR),2022,Urbana,9963
4114401,Mangueirinha (PR),2022,Rural,6640
4114500,Manoel Ribas (PR),2022,Total,14240
4114500,Manoel Ribas (PR),2022,Urbana,8349
4114500,Manoel Ribas (PR),2022,Rural,5891
4114609,Marechal Cândido Rondon (PR),2022,Total,55836
4114609,Marechal Cândido Rondon (PR),2022,Urbana,48064
4114609,Marechal Cândido Rondon (PR),2022,Rural,7772
4114708,Maria Helena (PR),2022,Total,5865
4114708,Maria Helena (PR),2022,Urbana,4308
4114708,Maria Helena (PR),2022,Rural,1557
4114807,Marialva (PR),2022,Total,41851
4114807,Marialva (PR),2022,Urbana,36417
4114807,Marialva (PR),2022,Rural,5434
4114906,Marilândia do Sul (PR),2022,Total,8677
4114906,Marilândia do Sul (PR),2022,Urbana,6910
4114906,Marilândia do Sul (PR),2022,Rural,1767
4115002,Marilena (PR),2022,Total,7253
4115002,Marilena (PR),2022,Urbana,5770
4115002,Marilena (PR),2022,Rural,1483
4115101,Mariluz (PR),2022,Total,9847
4115101,Mariluz (PR),2022,Urbana,8457
4115101,Mariluz (PR),2022,Rural,1390
4115200,Maringá (PR),2022,Total,409657
4115200,Maringá (PR),2022,Urbana,407192
4115200,Maringá (PR),2022,Rural,2465
4115309,Mariópolis (PR),2022,Total,6371
4115309,Mariópolis (PR),2022,Urbana,4674
4115309,Mariópolis (PR),2022,Rural,1697
4115358,Maripá (PR),2022,Total,6555
4115358,Maripá (PR),2022,Urbana,4359
4115358,Maripá (PR),2022,Rural,2196
4115408,Marmeleiro (PR),2022,Total,15901
4115408,Marmeleiro (PR),2022,Urbana,11278
4115408,Marmeleiro (PR),2022,Rural,4623
4115457,Marquinho (PR),2022,Total,4504
4115457,Marquinho (PR),2022,Urbana,1478
4115457,Marquinho (PR),2022,Rural,3026
4115507,Marumbi (PR),2022,Total,4699
4115507,Marumbi (PR),2022,Urbana,4230
4115507,Marumbi (PR),2022,Rural,469
4115606,Matelândia (PR),2022,Total,18450
4115606,Matelândia (PR),2022,Urbana,14254
4115606,Matelândia (PR),2022,Rural,4196
4115705,Matinhos (PR),2022,Total,39259
4115705,Matinhos (PR),2022,Urbana,38919
4115705,Matinhos (PR),2022,Rural,340
4115739,Mato Rico (PR),2022,Total,3267
4115739,Mato Rico (PR),2022,Urbana,918
4115739,Mato Rico (PR),2022,Rural,2349
4115754,Mauá da Serra (PR),2022,Total,9383
4115754,Mauá da Serra (PR),2022,Urbana,8221
4115754,Mauá da Serra (PR),2022,Rural,1162
4115804,Medianeira (PR),2022,Total,54369
4115804,Medianeira (PR),2022,Urbana,49790
4115804,Medianeira (PR),2022,Rural,4579
4115853,Mercedes (PR),2022,Total,5931
4115853,Mercedes (PR),2022,Urbana,3449
4115853,Mercedes (PR),2022,Rural,2482
4115903,Mirador (PR),2022,Total,2238
4115903,Mirador (PR),2022,Urbana,1495
4115903,Mirador (PR),2022,Rural,743
4116000,Miraselva (PR),2022,Total,1966
4116000,Miraselva (PR),2022,Urbana,1670
4116000,Miraselva (PR),2022,Rural,296
4116059,Missal (PR),2022,Total,11064
4116059,Missal (PR),2022,Urbana,6782
4116059,Missal (PR),2022,Rural,4282
4116109,Moreira Sales (PR),2022,Total,11175
4116109,Moreira Sales (PR),2022,Urbana,9593
4116109,Moreira Sales (PR),2022,Rural,1582
4116208,Morretes (PR),2022,Total,18309
4116208,Morretes (PR),2022,Urbana,10309
4116208,Morretes (PR),2022,Rural,8000
4116307,Munhoz de Melo (PR),2022,Total,3951
4116307,Munhoz de Melo (PR),2022,Urbana,3337
4116307,Munhoz de Melo (PR),2022,Rural,614
4116406,Nossa Senhora das Graças (PR),2022,Total,3669
4116406,Nossa Senhora das Graças (PR),2022,Urbana,3097
4116406,Nossa Senhora das Graças (PR),2022,Rural,572
4116505,Nova Aliança do Ivaí (PR),2022,Total,1323
4116505,Nova Aliança do Ivaí (PR),2022,Urbana,967
4116505,Nova Aliança do Ivaí (PR),2022,Rural,356
4116604,Nova América da Colina (PR),2022,Total,3280
4116604,Nova América da Colina (PR),2022,Urbana,2656
4116604,Nova América da Colina (PR),2022,Rural,624
4116703,Nova Aurora (PR),2022,Total,13765
4116703,Nova Aurora (PR),2022,Urbana,11191
4116703,Nova Aurora (PR),2022,Rural,2574
4116802,Nova Cantu (PR),2022,Total,6790
4116802,Nova Cantu (PR),2022,Urbana,4499
4116802,Nova Cantu (PR),2022,Rural,2291
4116901,Nova Esperança (PR),2022,Total,26585
4116901,Nova Esperança (PR),2022,Urbana,24725
4116901,Nova Esperança (PR),2022,Rural,1860
4116950,Nova Esperança do Sudoeste (PR),2022,Total,5597
4116950,Nova Esperança do Sudoeste (PR),2022,Urbana,2212
4116950,Nova Esperança do Sudoeste (PR),2022,Rural,3385
4117008,Nova Fátima (PR),2022,Total,7225
4117008,Nova Fátima (PR),2022,Urbana,6452
4117008,Nova Fátima (PR),2022,Rural,773
4117057,Nova Laranjeiras (PR),2022,Total,12074
4117057,Nova Laranjeiras (PR),2022,Urbana,3058
4117057,Nova Laranjeiras (PR),2022,Rural,9016
4117107,Nova Londrina (PR),2022,Total,12923
4117107,Nova Londrina (PR),2022,Urbana,11922
4117107,Nova Londrina (PR),2022,Rural,1001
4117206,Nova Olímpia (PR),2022,Total,5833
4117206,Nova Olímpia (PR),2022,Urbana,5314
4117206,Nova Olímpia (PR),2022,Rural,519
4117214,Nova Santa Bárbara (PR),2022,Total,4184
